,radiant_P1_different_H_7day_ago,radiant_P1_winrate_7day_ago,radiant_P1_kills_7day_ago,radiant_P1_deaths_7day_ago,radiant_P1_assists_7day_ago,radiant_P1_eloShift_7day_ago,radiant_P1_gpm_7day_ago,radiant_P1_xpm_7day_ago,radiant_P1_kda_7day_ago,radiant_P1_lastHits_7day_ago,radiant_P1_denies_7day_ago,radiant_P2_different_H_7day_ago,radiant_P2_winrate_7day_ago,radiant_P2_kills_7day_ago,radiant_P2_deaths_7day_ago,radiant_P2_assists_7day_ago,radiant_P2_eloShift_7day_ago,radiant_P2_gpm_7day_ago,radiant_P2_xpm_7day_ago,radiant_P2_kda_7day_ago,radiant_P2_lastHits_7day_ago,radiant_P2_denies_7day_ago,radiant_P3_different_H_7day_ago,radiant_P3_winrate_7day_ago,radiant_P3_kills_7day_ago,radiant_P3_deaths_7day_ago,radiant_P3_assists_7day_ago,radiant_P3_eloShift_7day_ago,radiant_P3_gpm_7day_ago,radiant_P3_xpm_7day_ago,radiant_P3_kda_7day_ago,radiant_P3_lastHits_7day_ago,radiant_P3_denies_7day_ago,radiant_P4_different_H_7day_ago,radiant_P4_winrate_7day_ago,radiant_P4_kills_7day_ago,radiant_P4_deaths_7day_ago,radiant_P4_assists_7day_ago,radiant_P4_eloShift_7day_ago,radiant_P4_gpm_7day_ago,radiant_P4_xpm_7day_ago,radiant_P4_kda_7day_ago,radiant_P4_lastHits_7day_ago,radiant_P4_denies_7day_ago,radiant_P5_different_H_7day_ago,radiant_P5_winrate_7day_ago,radiant_P5_kills_7day_ago,radiant_P5_deaths_7day_ago,radiant_P5_assists_7day_ago,radiant_P5_eloShift_7day_ago,radiant_P5_gpm_7day_ago,radiant_P5_xpm_7day_ago,radiant_P5_kda_7day_ago,radiant_P5_lastHits_7day_ago,radiant_P5_denies_7day_ago,dire_P1_different_H_7day_ago,dire_P1_winrate_7day_ago,dire_P1_kills_7day_ago,dire_P1_deaths_7day_ago,dire_P1_assists_7day_ago,dire_P1_eloShift_7day_ago,dire_P1_gpm_7day_ago,dire_P1_xpm_7day_ago,dire_P1_kda_7day_ago,dire_P1_lastHits_7day_ago,dire_P1_denies_7day_ago,dire_P2_different_H_7day_ago,dire_P2_winrate_7day_ago,dire_P2_kills_7day_ago,dire_P2_deaths_7day_ago,dire_P2_assists_7day_ago,dire_P2_eloShift_7day_ago,dire_P2_gpm_7day_ago,dire_P2_xpm_7day_ago,dire_P2_kda_7day_ago,dire_P2_lastHits_7day_ago,dire_P2_denies_7day_ago,dire_P3_different_H_7day_ago,dire_P3_winrate_7day_ago,dire_P3_kills_7day_ago,dire_P3_deaths_7day_ago,dire_P3_assists_7day_ago,dire_P3_eloShift_7day_ago,dire_P3_gpm_7day_ago,dire_P3_xpm_7day_ago,dire_P3_kda_7day_ago,dire_P3_lastHits_7day_ago,dire_P3_denies_7day_ago,dire_P4_different_H_7day_ago,dire_P4_winrate_7day_ago,dire_P4_kills_7day_ago,dire_P4_deaths_7day_ago,dire_P4_assists_7day_ago,dire_P4_eloShift_7day_ago,dire_P4_gpm_7day_ago,dire_P4_xpm_7day_ago,dire_P4_kda_7day_ago,dire_P4_lastHits_7day_ago,dire_P4_denies_7day_ago,dire_P5_different_H_7day_ago,dire_P5_winrate_7day_ago,dire_P5_kills_7day_ago,dire_P5_deaths_7day_ago,dire_P5_assists_7day_ago,dire_P5_eloShift_7day_ago,dire_P5_gpm_7day_ago,dire_P5_xpm_7day_ago,dire_P5_kda_7day_ago,dire_P5_lastHits_7day_ago,dire_P5_denies_7day_ago,match_id
11,3,1.0,3.8333333333333335,5.166666666666667,18.333333333333332,23.090325354451654,267.1666666666667,343.8333333333333,6.090909090909091,35.166666666666664,5.5,2,1.0,14.5,4.5,15.0,23.510316092987395,644.25,639.25,7.166666666666666,266.75,12.75,4,1.0,9.75,3.25,13.75,23.258321649865948,547.75,594.25,10.3125,242.0,14.0,3,1.0,5.833333333333333,2.3333333333333335,14.5,23.25832164986595,410.3333333333333,505.8333333333333,11.333333333333334,120.33333333333333,8.833333333333334,4,1.0,4.5,5.0,18.0,23.132324428305232,293.875,395.625,4.911111111111111,42.5,9.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928234992
12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928278244
13,3,1.0,3.8333333333333335,5.166666666666667,18.333333333333332,23.090325354451654,267.1666666666667,343.8333333333333,6.090909090909091,35.166666666666664,5.5,2,1.0,14.5,4.5,15.0,23.510316092987395,644.25,639.25,7.166666666666666,266.75,12.75,4,1.0,9.75,3.25,13.75,23.258321649865948,547.75,594.25,10.3125,242.0,14.0,3,1.0,5.833333333333333,2.3333333333333335,14.5,23.25832164986595,410.3333333333333,505.8333333333333,11.333333333333334,120.33333333333333,8.833333333333334,4,1.0,4.5,5.0,18.0,23.132324428305232,293.875,395.625,4.911111111111111,42.5,9.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928337789
14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928389527
15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,3.6666666666666665,3.6666666666666665,10.0,-6.793486302984178,314.6666666666667,365.6666666666667,8.944444444444445,94.33333333333333,5.0,2,0.25,3.75,7.25,6.0,-12.12681963631751,393.0,403.0,1.738888888888889,198.25,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928462587
16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928509645
17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,3.6666666666666665,3.6666666666666665,10.0,-6.793486302984178,314.6666666666667,365.6666666666667,8.944444444444445,94.33333333333333,5.0,2,0.25,3.75,7.25,6.0,-12.12681963631751,393.0,403.0,1.738888888888889,198.25,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928620364
18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928688563
19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928801490
20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928837410
21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928936023
